Date, Realm, RealmType, NodeName, SessionID, User, SourcePage, SourceArea, DestPage, DestArea, Type, Status, AppMetricName, AppMetric, AppDimension1, AppDimension2, AppInfo, Referer, AcceptLanguages, UserAgent, TestShortId, TestId, TestLine, AQL Queries,AQL QueriesMillis,Working Set,AQL Rows Fetched,AQL Rows FetchedMillis,ClusterRoot Reconstitutions,ClusterRoot ReconstitutionsMillis,Commits,CommitsMillis,ObjectCopies,SQL Updates,SQL UpdatesMillis,SQL Queries,SQL QueriesMillis,UpdateAttrsBlob,SQL Commits,SQL CommitsMillis,Connection Permit,Connection PermitMillis,JDBC Connection,JDBC ConnectionMillis,Response Size,Page Generation,Element Id Instantiations,visibilityExprEval,visibilityExprEvalMillis,editabilityExprEval,editabilityExprEvalMillis,validityExprEval,validityExprEvalMillis,Thread CPU TimeMillis,RuntimeMillis,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,,,,,,,,0,0,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,,,,,,,,0,1,
Sun Sep 05 22:42:05 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,0,,,,,,,,0,0,
Sun Sep 05 22:42:06 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,,,,,,,,0,34,
Sun Sep 05 22:42:19 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/collaborate/projectui/CreateProjectDetailsPage",,ariba/collaborate/projectui/CreateProjectDetailsPage,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,178,,,,,4,0,7,,,3,73,,,,2,0,2,0,69018,88350,101,34,87,4,1,,,210,495,
Sun Sep 05 22:42:19 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,,,,,,,,0,1,
Sun Sep 05 22:42:19 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,,,,,,,,0,1,
Sun Sep 05 22:42:19 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,,,,,,,,0,1,
Sun Sep 05 22:42:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","RealmAutoManageTask",,,Task,Success,,,,,,,,,,,,1,3,1,1,0,,,3,8,3,2,2,1,1,,2,2,3,0,3,0,,,,,,,,,,,15,
Sun Sep 05 22:42:30 PDT 2010,,,Node1,:,,"CoreServer-prealm_1","UpdateSignatureTasksTask",,,Task,Success,,,,,,,,,,,,2,4,1,1,0,,,4,7,3,2,2,2,1,,2,2,4,0,4,0,,,,,,,,,,,18,
Sun Sep 05 22:42:32 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","progressCheck",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,,,,,,,,0,0,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,,,,,,,,0,0,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0,,,,,,,,0,0,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/collaborate/projectui/CreateProjectDetailsPage",,@ariba.sourcing.eventui/RFXRuleStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,52,2025,359,550,0,109,4639,10,2097,24,48,1915,160,5455,2,12,37,103,0,103,6,88505,90503,490,116,12,19,26,11,12,2020,11962,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,,,,,,,,0,1,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,,,,,,,,0,0,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755,0,,,,,,,,0,8,
Sun Sep 05 22:42:36 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,0,,,,,,,,0,1,
Sun Sep 05 22:42:42 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"@ariba.sourcing.eventui/RFXRuleStepName",,@ariba.sourcing.eventui/RFXRuleStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,2,7,45,1,0,,,1,95,,4,88,2,4,1,1,2,3,0,3,1,4473,90102,1,198,14,15,0,,,160,421,
Sun Sep 05 22:42:50 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,$getContext.getSupplierStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,5,29,109,29,0,,,2,19,,4,7,5,14,1,2,3,8,0,8,0,32471,54349,61,99,7,15,0,,,480,793,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,,,,,,,,0,1,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,,,,,,,,0,1,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,,,,,,,,0,0,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,0,,,,,,,,0,1,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,,,,,,,,0,0,
Sun Sep 05 22:42:50 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,,,,,,,,0,5,
Sun Sep 05 22:42:55 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"$getContext.getSupplierStepName",,ariba/sourcing/rfxui/ASPSupplierSearch,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,6,32,104,46,0,65,515,1,6,8,1,1,57,329,,1,0,18,1,18,2,51370,53670,134,,,,,,,540,1387,
Sun Sep 05 22:42:55 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,,,,,,,,0,1,
Sun Sep 05 22:42:56 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/ASPSupplierSearch","poll",ariba/sourcing/rfxui/ASPSupplierSearch,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,2,,,,,,,,,,1,1,,1,0,,,1,0,26,26,,,,,,,,0,3,
Sun Sep 05 22:43:03 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/ASPSupplierSearch",,ariba/sourcing/rfxui/ASPSupplierSearch,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,6,233,76,8,0,7,414,,,4,,,40,501,,,,18,0,18,0,36350,55951,20,4,0,,,,,140,926,
Sun Sep 05 22:43:09 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/ASPSupplierSearch",,$getContext.getSupplierStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,2,4,46,,,,,1,39,,13,27,2,2,,1,2,3,0,3,1,60414,62683,40,14,0,,,,,100,321,
Sun Sep 05 22:43:09 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,,,,,,,,0,0,
Sun Sep 05 22:43:09 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,0,0,
Sun Sep 05 22:43:13 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,@ariba.sourcing.eventui/RFXContentStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,69,,,,,2,10,,2,2,,,,2,2,2,0,2,0,46574,68401,134,6,0,,,,,320,423,
Sun Sep 05 22:43:13 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,,,,,,,,0,1,
Sun Sep 05 22:43:19 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,0,1,
Sun Sep 05 22:43:19 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0,,,,,,,,0,0,
Sun Sep 05 22:43:19 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11774,0,,,,,,,,0,0,
Sun Sep 05 22:43:19 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"@ariba.sourcing.eventui/RFXContentStepName",,ariba/sourcing/contentui/ASPEditItemDialog,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,5,23,107,9,0,8,39,1,20,,15,10,39,295,,1,1,15,0,15,2,98193,100325,456,34,4,3,0,,,420,1835,
Sun Sep 05 22:43:19 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11390,0,,,,,,,,0,0,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,,,,,,,,0,21,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95935,0,,,,,,,,0,0,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8819,0,,,,,,,,0,1,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260,0,,,,,,,,0,1,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098,0,,,,,,,,0,1,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17378,0,,,,,,,,0,0,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984,0,,,,,,,,0,0,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,0,,,,,,,,0,10,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6629,0,,,,,,,,0,0,
Sun Sep 05 22:43:20 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,,,,,,,,0,1,
Sun Sep 05 22:43:53 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/contentui/ASPEditItemDialog",,@ariba.sourcing.eventui/RFXContentStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,76,,,,,1,106,,27,63,,,,1,2,1,0,1,0,71265,73478,49,30,3,3,0,19,3,230,351,
Sun Sep 05 22:43:53 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,,,,,,,,10,0,
Sun Sep 05 22:43:56 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard","poll",ariba/sourcing/rfxui/wizards/ASPRFXWizard,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,,,2,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,0,1,
Sun Sep 05 22:44:00 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0,,,,,,,,0,1,
Sun Sep 05 22:44:00 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,@ariba.sourcing.eventui/RFXSummaryStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,24,57,150,61,0,3,1915,2,46,3,23,17,82,1927,,2,3,32,1,32,1,108374,129572,763,119,25,,,55,144,900,3362,
Sun Sep 05 22:44:06 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,@ariba.sourcing.eventui/RFXRuleStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,9,14,75,1,0,,,2,11,,3,1,9,7,,2,3,11,0,11,1,68882,90460,,212,14,17,0,6,0,170,191,
Sun Sep 05 22:44:16 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,@ariba.sourcing.eventui/RFXSummaryStepName,,User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,19,25,130,61,0,,,2,11,,3,2,19,12,,2,2,21,0,21,2,108481,129679,,218,10,15,1,48,20,220,250,
Sun Sep 05 22:44:20 PDT 2010,,,Node1,:,,"ariba.approvable.core.UpdateApprovalsEvent","[ariba.approvable.core.UpdateApprovalsEvent [BaseId 388976 AAAKAEDBe9w 8c4w.1k6wz]]",,,Work,Success,,,,,,,,,,,,4,103,32,10,0,1,8,1,186,28,13,156,19,744,,1,1,13,0,13,1,,,,,,,,,,,1244,
Sun Sep 05 22:44:21 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXWizard",,ariba/sourcing/rfxui/wizards/ASPRFXPublishExit,,User,Success,,,,,,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,20,105,105,63,0,,,2,278,,44,207,20,92,,1,1,9,0,9,0,34445,36768,115,113,7,,,27,13,410,2774,
Sun Sep 05 22:44:21 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,,,,,,,,0,0,
Sun Sep 05 22:44:22 PDT 2010,,,Node1,:,,"ariba.sourcing.content.RFXScheduledWork","Event RFXDocument:Publish on item  of document [BaseId 387098 AAAKAJ6Bega 8aoq.1k77e] version 1",,,Work,Success,,,"WS2308:Doc3381",,,,,,,,,27,361,71,91,0,3,130,4,672,27,34,635,39,299,,7,36,46,0,46,3,,,,,,,,,,,1610,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/wizards/ASPRFXPublishExit",,ariba/sourcing/rfxui/ASPMonitorEvent,"$[a076]Bid Console",User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,12,27,62,5,0,,,2,5,,1,1,12,18,,1,1,13,0,13,0,65502,67749,243,,,,,,,430,979,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11770,0,,,,,,,,0,0,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724,0,,,,,,,,0,0,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.ui.aribaweb.core.AWXDebugResourceActions","content",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,0,,,,,,,,0,0,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,,,,,,,,0,1,
Sun Sep 05 22:44:25 PDT 2010,,,Node1,:,,"ariba.collaborate.appui.DirectAction","awres",,,,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0,,,,,,,,0,1,
Sun Sep 05 22:44:28 PDT 2010,s4All,Production,Node1,7F975F20EBBBFA5D323ACC30552ABC04:10.12.105.84,molson,"ariba/sourcing/rfxui/ASPMonitorEvent","$[a076]Bid Console",ariba/sourcing/rfxui/ASPMonitorEvent,"$[a045]Team",User,Success,,,"WS2308:Doc3381","Reverse Auction",,"http://mreddy:8150/Sourcing/Main/aw?awh=r&awssk=iZr33NcL&realm=s4All&dard=1","en-us,en;q=0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5",,,,1,2,38,1,0,,,,,,,,1,1,,,,1,0,1,0,27411,53213,113,,,,,,,50,54,
